"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"216290_x_at"	"0.8927"	"0.56325538"	"0.5934172"	"-5.4002"	"0.3699523"	""	""
"218760_at"	"0.8927"	"0.56330104"	"0.5933469"	"-5.4002"	"0.1704126"	"COQ6"	"coenzyme Q6, monooxygenase"
"219845_at"	"0.8927"	"0.56331748"	"-0.5933215"	"-5.4002"	"-0.2535993"	"BARX1"	"BARX homeobox 1"
"219916_s_at"	"0.8928"	"0.56344151"	"-0.5931304"	"-5.4003"	"-0.1354394"	"RNF39"	"ring finger protein 39"
"AFFX-r2-Bs-lys-M_at"	"0.8928"	"0.56357373"	"-0.5929266"	"-5.4004"	"-0.3577155"	""	""
"200635_s_at"	"0.8928"	"0.56366482"	"-0.5927863"	"-5.4005"	"-0.3062347"	"PTPRF"	"protein tyrosine phosphatase, receptor type F"
"205365_at"	"0.8928"	"0.56368438"	"-0.5927562"	"-5.4005"	"-0.3028511"	"HOXB6"	"homeobox B6"
"216961_s_at"	"0.8928"	"0.56369112"	"-0.5927458"	"-5.4005"	"-0.1507867"	"RPAIN"	"RPA interacting protein"
"213988_s_at"	"0.8928"	"0.56369411"	"-0.5927412"	"-5.4005"	"-0.2461663"	"SAT1"	"spermidine/spermine N1-acetyltransferase 1"
"216126_at"	"0.8928"	"0.56371253"	"0.5927128"	"-5.4005"	"0.1712451"	"LINC00663"	"long intergenic non-protein coding RNA 663"
"215181_at"	"0.8928"	"0.56371701"	"-0.5927059"	"-5.4005"	"-0.2772273"	"CDH22"	"cadherin 22"
"220053_at"	"0.8928"	"0.56376655"	"-0.5926296"	"-5.4006"	"-0.2414216"	"GDF3"	"growth differentiation factor 3"
"216605_s_at"	"0.8928"	"0.56377997"	"-0.5926089"	"-5.4006"	"-0.2562942"	"CEACAM21"	"carcinoembryonic antigen related cell adhesion molecule 21"
"205949_at"	"0.8928"	"0.56378776"	"0.5925969"	"-5.4006"	"0.151478"	"CA1"	"carbonic anhydrase 1"
"201927_s_at"	"0.8929"	"0.56390475"	"0.5924167"	"-5.4007"	"0.252984"	"PKP4"	"plakophilin 4"
"206638_at"	"0.893"	"0.56401999"	"-0.5922392"	"-5.4008"	"-0.3368103"	"HTR2B"	"5-hydroxytryptamine receptor 2B"
"207216_at"	"0.893"	"0.56407139"	"-0.59216"	"-5.4008"	"-0.3826299"	"TNFSF8"	"tumor necrosis factor superfamily member 8"
"214572_s_at"	"0.8932"	"0.56423482"	"-0.5919084"	"-5.401"	"-0.2482285"	"INSL3"	"insulin like 3"
"207689_at"	"0.8933"	"0.56430543"	"-0.5917996"	"-5.401"	"-0.1143131"	"TBX10"	"T-box 10"
"204266_s_at"	"0.8935"	"0.56454341"	"0.5914333"	"-5.4012"	"0.2317885"	"CHKA"	"choline kinase alpha"
"217624_at"	"0.8935"	"0.56455079"	"-0.5914219"	"-5.4012"	"-0.2943755"	"PDAP1"	"PDGFA associated protein 1"
"222254_at"	"0.8938"	"0.56478371"	"-0.5910634"	"-5.4014"	"-0.2330164"	""	""
"213324_at"	"0.8938"	"0.56482222"	"0.5910041"	"-5.4014"	"0.3669499"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"
"203895_at"	"0.8939"	"0.5649559"	"-0.5907984"	"-5.4016"	"-0.1634282"	"PLCB4"	"phospholipase C beta 4"
"202880_s_at"	"0.8939"	"0.56496361"	"0.5907865"	"-5.4016"	"0.1157398"	"CYTH1"	"cytohesin 1"
"208661_s_at"	"0.8939"	"0.56500556"	"-0.590722"	"-5.4016"	"-0.1965173"	"TTC3P1///TTC3"	"tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3"
"202163_s_at"	"0.8939"	"0.56506935"	"-0.5906238"	"-5.4016"	"-0.1750292"	"CNOT8"	"CCR4-NOT transcription complex subunit 8"
"209543_s_at"	"0.8939"	"0.56511739"	"0.5905499"	"-5.4017"	"0.1134819"	"CD34"	"CD34 molecule"
"204201_s_at"	"0.8939"	"0.56517043"	"-0.5904683"	"-5.4017"	"-0.2990437"	"PTPN13"	"protein tyrosine phosphatase, non-receptor type 13"
"217049_x_at"	"0.8939"	"0.56519456"	"-0.5904312"	"-5.4017"	"-0.1797284"	"PCDH11Y///PCDH11X"	"protocadherin 11 Y-linked///protocadherin 11 X-linked"
"216928_at"	"0.8939"	"0.56525209"	"0.5903427"	"-5.4018"	"0.3373579"	"TAL1"	"TAL bHLH transcription factor 1, erythroid differentiation factor"
"207144_s_at"	"0.8939"	"0.56526086"	"0.5903292"	"-5.4018"	"0.1944145"	"CITED1"	"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"218958_at"	"0.8939"	"0.56528094"	"0.5902983"	"-5.4018"	"0.1435396"	"C19orf60"	"chromosome 19 open reading frame 60"
"205983_at"	"0.8939"	"0.56532046"	"-0.5902375"	"-5.4018"	"-0.2727636"	"DPEP1"	"dipeptidase 1 (renal)"
"202563_at"	"0.894"	"0.56538873"	"-0.5901325"	"-5.4019"	"-0.415846"	"C14orf1"	"chromosome 14 open reading frame 1"
"201062_at"	"0.894"	"0.56548832"	"0.5899794"	"-5.402"	"0.4674212"	"STOM"	"stomatin"
"212924_s_at"	"0.894"	"0.56548906"	"-0.5899782"	"-5.402"	"-0.2374073"	"LSM4"	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"214806_at"	"0.894"	"0.56560355"	"-0.5898021"	"-5.4021"	"-0.3097303"	"BICD1"	"BICD cargo adaptor 1"
"216561_x_at"	"0.894"	"0.56561866"	"0.5897789"	"-5.4021"	"0.4419503"	"SOX5P1"	"SRY-box 5 pseudogene 1"
"212668_at"	"0.894"	"0.5656689"	"-0.5897016"	"-5.4021"	"-0.2480323"	"SMURF1"	"SMAD specific E3 ubiquitin protein ligase 1"
"201108_s_at"	"0.894"	"0.56571529"	"-0.5896303"	"-5.4022"	"-0.1276767"	"THBS1"	"thrombospondin 1"
"210316_at"	"0.894"	"0.56572065"	"0.5896221"	"-5.4022"	"0.2379779"	"FLT4"	"fms related tyrosine kinase 4"
"221853_s_at"	"0.894"	"0.56576982"	"-0.5895465"	"-5.4022"	"-0.1358177"	"LOC101060373///NOMO3///NOMO2///NOMO1"	"uncharacterized LOC101060373///NODAL modulator 3///NODAL modulator 2///NODAL modulator 1"
"219987_at"	"0.894"	"0.5657753"	"-0.589538"	"-5.4022"	"-0.3323758"	"ERVMER34-1"	"endogenous retrovirus group MER34 member 1"
"64942_at"	"0.8941"	"0.56585005"	"-0.5894231"	"-5.4023"	"-0.1833545"	"GPR153"	"G protein-coupled receptor 153"
"217805_at"	"0.8941"	"0.5659637"	"0.5892484"	"-5.4024"	"0.0946086"	"ILF3"	"interleukin enhancer binding factor 3"
"211611_s_at"	"0.8941"	"0.56605186"	"-0.5891129"	"-5.4024"	"-0.4119745"	"TNXB///ATF6B"	"tenascin XB///activating transcription factor 6 beta"
"211055_s_at"	"0.8941"	"0.56612488"	"0.5890006"	"-5.4025"	"0.6042099"	"INVS"	"inversin"
"221733_s_at"	"0.8941"	"0.56614519"	"-0.5889694"	"-5.4025"	"-0.1813984"	"GPATCH4"	"G-patch domain containing 4"
"211054_at"	"0.8941"	"0.56614815"	"-0.5889649"	"-5.4025"	"-0.3796112"	"INVS"	"inversin"
"205783_at"	"0.8941"	"0.56614994"	"0.5889621"	"-5.4025"	"0.4157396"	"KLK13"	"kallikrein related peptidase 13"
"205687_at"	"0.8942"	"0.56619793"	"-0.5888883"	"-5.4026"	"-0.0900475"	"UBFD1"	"ubiquitin family domain containing 1"
"216791_at"	"0.8942"	"0.56623301"	"0.5888344"	"-5.4026"	"0.1462376"	""	""
"206344_at"	"0.8942"	"0.56637609"	"0.5886146"	"-5.4027"	"0.3184406"	"PON1"	"paraoxonase 1"
"205914_s_at"	"0.8942"	"0.5663892"	"0.5885944"	"-5.4027"	"0.1348144"	"GRIN1"	"glutamate ionotropic receptor NMDA type subunit 1"
"217181_at"	"0.8942"	"0.5664024"	"-0.5885741"	"-5.4027"	"-0.1218184"	"IL2"	"interleukin 2"
"210418_s_at"	"0.8942"	"0.56644706"	"0.5885055"	"-5.4028"	"0.1051685"	"IDH3B"	"isocitrate dehydrogenase 3 (NAD(+)) beta"
"201519_at"	"0.8942"	"0.56646979"	"0.5884706"	"-5.4028"	"0.1384192"	"TOMM70"	"translocase of outer mitochondrial membrane 70"
"211138_s_at"	"0.8943"	"0.56658376"	"-0.5882955"	"-5.4029"	"-0.159717"	"KMO"	"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"
"210405_x_at"	"0.8944"	"0.56671052"	"0.5881007"	"-5.403"	"0.2414426"	"TNFRSF10B"	"TNF receptor superfamily member 10b"
"221959_at"	"0.8944"	"0.56671881"	"0.588088"	"-5.403"	"0.3052891"	"FAM110B"	"family with sequence similarity 110 member B"
"220811_at"	"0.8944"	"0.56673961"	"-0.588056"	"-5.403"	"-0.3654366"	"PRG3"	"proteoglycan 3, pro eosinophil major basic protein 2"
"200856_x_at"	"0.8945"	"0.56690326"	"-0.5878047"	"-5.4031"	"-0.1388283"	"NCOR1"	"nuclear receptor corepressor 1"
"211473_s_at"	"0.8945"	"0.5670033"	"-0.587651"	"-5.4032"	"-0.3542227"	"COL4A6"	"collagen type IV alpha 6 chain"
"200886_s_at"	"0.8945"	"0.5670443"	"-0.587588"	"-5.4032"	"-0.1118342"	"PGAM1"	"phosphoglycerate mutase 1"
"209547_s_at"	"0.8945"	"0.56706634"	"-0.5875542"	"-5.4033"	"-0.1227436"	"SUGP1"	"SURP and G-patch domain containing 1"
"222170_at"	"0.8945"	"0.56708201"	"-0.5875301"	"-5.4033"	"-0.4497996"	"ZNF213-AS1"	"ZNF213 antisense RNA 1 (head to head)"
"222087_at"	"0.8945"	"0.56709211"	"-0.5875146"	"-5.4033"	"-0.3634022"	"MIR1204///PVT1"	"microRNA 1204///Pvt1 oncogene (non-protein coding)"
"40472_at"	"0.8945"	"0.56711507"	"0.5874794"	"-5.4033"	"0.2996175"	"LPCAT4"	"lysophosphatidylcholine acyltransferase 4"
"205368_at"	"0.8947"	"0.56724739"	"0.5872762"	"-5.4034"	"0.2224594"	"FAM131B"	"family with sequence similarity 131 member B"
"214809_at"	"0.8947"	"0.56729394"	"0.5872047"	"-5.4034"	"0.3079127"	"LOC100294145"	"uncharacterized LOC100294145"
"217096_at"	"0.8947"	"0.56739701"	"0.5870465"	"-5.4035"	"0.2453181"	"PCLO"	"piccolo presynaptic cytomatrix protein"
"203384_s_at"	"0.8947"	"0.567413"	"0.5870219"	"-5.4035"	"0.1149641"	"GOLGA1"	"golgin A1"
"209837_at"	"0.8947"	"0.56744567"	"0.5869718"	"-5.4036"	"0.1989529"	"AP4M1"	"adaptor related protein complex 4 mu 1 subunit"
"207624_s_at"	"0.8948"	"0.56756741"	"0.5867849"	"-5.4037"	"0.3940813"	"RPGR"	"retinitis pigmentosa GTPase regulator"
"203288_at"	"0.8948"	"0.5676232"	"0.5866993"	"-5.4037"	"0.1139931"	"KIAA0355"	"KIAA0355"
"208538_at"	"0.8948"	"0.56763048"	"0.5866881"	"-5.4037"	"0.2238774"	"ANP32C"	"acidic nuclear phosphoprotein 32 family member C"
"205528_s_at"	"0.8948"	"0.56763593"	"-0.5866797"	"-5.4037"	"-0.2751509"	"RUNX1T1"	"RUNX1 translocation partner 1"
"213982_s_at"	"0.8949"	"0.56778514"	"-0.5864507"	"-5.4038"	"-0.3996951"	"RABGAP1L"	"RAB GTPase activating protein 1 like"
"212091_s_at"	"0.8949"	"0.56780665"	"0.5864177"	"-5.4039"	"0.1677289"	"COL6A1"	"collagen type VI alpha 1 chain"
"221632_s_at"	"0.8949"	"0.56782542"	"0.5863889"	"-5.4039"	"0.124501"	"WDR4"	"WD repeat domain 4"
"211113_s_at"	"0.895"	"0.56791852"	"-0.586246"	"-5.4039"	"-0.1461905"	"ABCG1"	"ATP binding cassette subfamily G member 1"
"214437_s_at"	"0.895"	"0.56796787"	"0.5861703"	"-5.404"	"0.1794026"	"SHMT2"	"serine hydroxymethyltransferase 2"
"216314_at"	"0.895"	"0.56805407"	"-0.5860381"	"-5.4041"	"-0.4938086"	"CRISP1"	"cysteine rich secretory protein 1"
"202663_at"	"0.895"	"0.56807883"	"0.5860001"	"-5.4041"	"0.4402324"	"WIPF1"	"WAS/WASL interacting protein family member 1"
"219994_at"	"0.895"	"0.56808619"	"-0.5859888"	"-5.4041"	"-0.3483042"	"APBB1IP"	"amyloid beta precursor protein binding family B member 1 interacting protein"
"202516_s_at"	"0.895"	"0.56813566"	"0.5859129"	"-5.4041"	"0.2225387"	"DLG1"	"discs large MAGUK scaffold protein 1"
"207637_at"	"0.895"	"0.56820075"	"0.585813"	"-5.4042"	"0.1456825"	"WSCD2"	"WSC domain containing 2"
"207899_at"	"0.895"	"0.56823306"	"-0.5857635"	"-5.4042"	"-0.331942"	"GIP"	"gastric inhibitory polypeptide"
"220817_at"	"0.895"	"0.56830082"	"0.5856595"	"-5.4043"	"0.3831042"	"TRPC4"	"transient receptor potential cation channel subfamily C member 4"
"211987_at"	"0.895"	"0.56830256"	"-0.5856569"	"-5.4043"	"-0.133941"	"TOP2B"	"topoisomerase (DNA) II beta"
"206530_at"	"0.895"	"0.56837452"	"0.5855465"	"-5.4043"	"0.1579251"	"RAB30"	"RAB30, member RAS oncogene family"
"205162_at"	"0.895"	"0.56839743"	"0.5855113"	"-5.4043"	"0.1305241"	"ERCC8"	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"214940_s_at"	"0.895"	"0.56843384"	"-0.5854555"	"-5.4044"	"-0.3326584"	"SMG6"	"SMG6, nonsense mediated mRNA decay factor"
"212803_at"	"0.8955"	"0.56880323"	"0.5848891"	"-5.4047"	"0.310968"	"NAB2"	"NGFI-A binding protein 2"
"217858_s_at"	"0.8955"	"0.56881133"	"0.5848766"	"-5.4047"	"0.1325183"	"ARMCX3"	"armadillo repeat containing, X-linked 3"
"205117_at"	"0.8955"	"0.56889271"	"0.5847519"	"-5.4047"	"0.2619646"	"FGF1"	"fibroblast growth factor 1"
"209614_at"	"0.8955"	"0.56891849"	"-0.5847124"	"-5.4047"	"-0.3239723"	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"217328_at"	"0.8956"	"0.56899249"	"0.5845989"	"-5.4048"	"0.3145593"	""	""
"221363_x_at"	"0.8956"	"0.56901682"	"0.5845616"	"-5.4048"	"0.5736376"	"GPR25"	"G protein-coupled receptor 25"
"209827_s_at"	"0.8956"	"0.56910309"	"-0.5844294"	"-5.4049"	"-0.1338343"	"IL16"	"interleukin 16"
"206690_at"	"0.8956"	"0.56924596"	"-0.5842104"	"-5.405"	"-0.338041"	"ASIC2"	"acid sensing ion channel subunit 2"
"212276_at"	"0.8956"	"0.56926992"	"-0.5841737"	"-5.405"	"-0.1289633"	"LPIN1"	"lipin 1"
"208458_at"	"0.8956"	"0.5692799"	"-0.5841584"	"-5.405"	"-0.3885898"	"SCNN1D"	"sodium channel epithelial 1 delta subunit"
"205833_s_at"	"0.8956"	"0.5694012"	"-0.5839725"	"-5.4051"	"-0.3907219"	"PART1"	"prostate androgen-regulated transcript 1 (non-protein coding)"
"207225_at"	"0.8956"	"0.56946024"	"-0.5838821"	"-5.4052"	"-0.4254569"	"AANAT"	"aralkylamine N-acetyltransferase"
"211756_at"	"0.8956"	"0.56948204"	"-0.5838487"	"-5.4052"	"-0.4884292"	"PTHLH"	"parathyroid hormone like hormone"
"202271_at"	"0.8956"	"0.56950579"	"0.5838123"	"-5.4052"	"0.1502698"	"FBXO28"	"F-box protein 28"
"218282_at"	"0.8956"	"0.56951544"	"0.5837975"	"-5.4052"	"0.3771582"	"EDEM2"	"ER degradation enhancing alpha-mannosidase like protein 2"
"203675_at"	"0.8956"	"0.56959632"	"-0.5836736"	"-5.4053"	"-0.1425504"	"NUCB2"	"nucleobindin 2"
"214095_at"	"0.8956"	"0.56960906"	"0.5836541"	"-5.4053"	"0.3213983"	"SHMT2"	"serine hydroxymethyltransferase 2"
"216189_at"	"0.8956"	"0.56961021"	"0.5836523"	"-5.4053"	"0.3171442"	""	""
"221938_x_at"	"0.8956"	"0.56961673"	"0.5836423"	"-5.4053"	"0.1942809"	"MED16"	"mediator complex subunit 16"
"202343_x_at"	"0.8956"	"0.56962816"	"-0.5836248"	"-5.4053"	"-0.116221"	"COX5B"	"cytochrome c oxidase subunit 5B"
"218656_s_at"	"0.8958"	"0.56974191"	"-0.5834506"	"-5.4054"	"-0.1341527"	"LHFP"	"lipoma HMGIC fusion partner"
"214000_s_at"	"0.8958"	"0.5697881"	"-0.5833798"	"-5.4054"	"-0.2365344"	"RGS10"	"regulator of G-protein signaling 10"
"204452_s_at"	"0.8958"	"0.56985139"	"-0.5832829"	"-5.4055"	"-0.2221694"	"FZD1"	"frizzled class receptor 1"
"33768_at"	"0.8958"	"0.56989901"	"0.5832099"	"-5.4055"	"0.1633955"	"DMWD"	"dystrophia myotonica, WD repeat containing"
"213133_s_at"	"0.8958"	"0.56993781"	"0.5831505"	"-5.4056"	"0.1327791"	"LOC101060817///GCSH"	"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
"219512_at"	"0.8958"	"0.56997227"	"-0.5830977"	"-5.4056"	"-0.1822315"	"DSN1"	"DSN1 homolog, MIS12 kinetochore complex component"
"220301_at"	"0.8959"	"0.57009973"	"-0.5829025"	"-5.4057"	"-0.3476451"	"CCDC102B"	"coiled-coil domain containing 102B"
"209777_s_at"	"0.8961"	"0.57022756"	"0.5827068"	"-5.4058"	"0.2265509"	"SLC19A1"	"solute carrier family 19 member 1"
"203697_at"	"0.8961"	"0.57028523"	"0.5826185"	"-5.4058"	"0.2251696"	"FRZB"	"frizzled-related protein"
"214210_at"	"0.8963"	"0.57055262"	"-0.5822092"	"-5.4061"	"-0.3258946"	"SLC25A17"	"solute carrier family 25 member 17"
"219559_at"	"0.8963"	"0.57056355"	"-0.5821925"	"-5.4061"	"-0.1726099"	"SLC17A9"	"solute carrier family 17 member 9"
"208107_s_at"	"0.8963"	"0.57061272"	"-0.5821172"	"-5.4061"	"-0.434191"	"LOC81691"	"exonuclease NEF-sp"
"207135_at"	"0.8963"	"0.57063442"	"-0.582084"	"-5.4061"	"-0.220268"	"HTR2A"	"5-hydroxytryptamine receptor 2A"
"221486_at"	"0.8963"	"0.57065469"	"-0.582053"	"-5.4061"	"-0.0925694"	"ENSA"	"endosulfine alpha"
"204104_at"	"0.8963"	"0.57067971"	"-0.5820147"	"-5.4062"	"-0.1912303"	"SNAPC2"	"small nuclear RNA activating complex polypeptide 2"
"34449_at"	"0.8963"	"0.57070645"	"-0.5819737"	"-5.4062"	"-0.1752935"	"CASP2"	"caspase 2"
"215198_s_at"	"0.8963"	"0.57079134"	"-0.5818438"	"-5.4062"	"-0.1709152"	"CALD1"	"caldesmon 1"
"217206_at"	"0.8963"	"0.57083864"	"-0.5817714"	"-5.4063"	"-0.2890003"	""	""
"36936_at"	"0.8963"	"0.57087161"	"-0.581721"	"-5.4063"	"-0.1031081"	"TSTA3"	"tissue specific transplantation antigen P35B"
"217539_at"	"0.8963"	"0.57087456"	"-0.5817165"	"-5.4063"	"-0.3603535"	"C18orf25"	"chromosome 18 open reading frame 25"
"216018_at"	"0.8965"	"0.57103921"	"-0.5814646"	"-5.4064"	"-0.4117872"	"RNF5"	"ring finger protein 5"
"207998_s_at"	"0.8965"	"0.57104315"	"0.5814585"	"-5.4064"	"0.3600734"	"CACNA1D"	"calcium voltage-gated channel subunit alpha1 D"
"214924_s_at"	"0.8965"	"0.57110487"	"-0.5813641"	"-5.4065"	"-0.1389962"	"TRAK1"	"trafficking kinesin protein 1"
"208872_s_at"	"0.8965"	"0.57114208"	"-0.5813072"	"-5.4065"	"-0.1805224"	"REEP5"	"receptor accessory protein 5"
"221646_s_at"	"0.8965"	"0.57118054"	"-0.5812483"	"-5.4066"	"-0.3675671"	"ZDHHC11B///ZDHHC11"	"zinc finger DHHC-type containing 11B///zinc finger DHHC-type containing 11"
"203429_s_at"	"0.8965"	"0.57126522"	"-0.5811188"	"-5.4066"	"-0.171783"	"SUCO"	"SUN domain containing ossification factor"
"215055_at"	"0.8965"	"0.5712768"	"-0.5811011"	"-5.4066"	"-0.1615328"	"B3GNTL1"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
"208149_x_at"	"0.8966"	"0.571439"	"-0.580853"	"-5.4068"	"-0.1588767"	"DDX11"	"DEAD/H-box helicase 11"
"222184_at"	"0.8966"	"0.57145231"	"0.5808326"	"-5.4068"	"0.3197717"	"LINC00965"	"long intergenic non-protein coding RNA 965"
"213030_s_at"	"0.8966"	"0.57154399"	"-0.5806924"	"-5.4068"	"-0.1704433"	"PLXNA2"	"plexin A2"
"213723_s_at"	"0.8966"	"0.57157308"	"0.580648"	"-5.4069"	"0.1656437"	"IDUA"	"iduronidase, alpha-L-"
"218051_s_at"	"0.8966"	"0.57157392"	"0.5806467"	"-5.4069"	"0.2452257"	"NT5DC2"	"5'-nucleotidase domain containing 2"
"220677_s_at"	"0.8966"	"0.57158188"	"0.5806345"	"-5.4069"	"0.1913498"	"ADAMTS8"	"ADAM metallopeptidase with thrombospondin type 1 motif 8"
"216893_s_at"	"0.8966"	"0.57160093"	"-0.5806054"	"-5.4069"	"-0.4208211"	"COL4A3"	"collagen type IV alpha 3 chain"
"64408_s_at"	"0.8966"	"0.57167467"	"-0.5804926"	"-5.4069"	"-0.4006593"	"CALML4"	"calmodulin like 4"
"215281_x_at"	"0.8966"	"0.5717007"	"0.5804528"	"-5.407"	"0.1937613"	"POGZ"	"pogo transposable element with ZNF domain"
"219033_at"	"0.8966"	"0.57171933"	"0.5804243"	"-5.407"	"0.2123166"	"PARP8"	"poly(ADP-ribose) polymerase family member 8"
"221445_at"	"0.8966"	"0.57178224"	"0.5803281"	"-5.407"	"0.2211669"	"OR1A2"	"olfactory receptor family 1 subfamily A member 2"
"204953_at"	"0.8966"	"0.57183635"	"-0.5802454"	"-5.4071"	"-0.3087156"	"SNAP91"	"synaptosome associated protein 91"
"212393_at"	"0.8966"	"0.57186165"	"-0.5802067"	"-5.4071"	"-0.4110949"	"SBF1"	"SET binding factor 1"
"205438_at"	"0.8966"	"0.5718969"	"0.5801528"	"-5.4071"	"0.4412995"	"PTPN21"	"protein tyrosine phosphatase, non-receptor type 21"
"208940_at"	"0.8968"	"0.5720763"	"-0.5798786"	"-5.4073"	"-0.1641779"	"SEPHS1"	"selenophosphate synthetase 1"
"214620_x_at"	"0.8968"	"0.57208236"	"0.5798693"	"-5.4073"	"0.1610313"	"PAM"	"peptidylglycine alpha-amidating monooxygenase"
"213523_at"	"0.8968"	"0.57217811"	"-0.579723"	"-5.4073"	"-0.3031909"	"CCNE1"	"cyclin E1"
"205324_s_at"	"0.8968"	"0.57218444"	"-0.5797133"	"-5.4074"	"-0.0918946"	"FTSJ1"	"FtsJ RNA methyltransferase homolog 1 (E. coli)"
"217208_s_at"	"0.8968"	"0.57219671"	"-0.5796946"	"-5.4074"	"-0.3478657"	"DLG1"	"discs large MAGUK scaffold protein 1"
"210173_at"	"0.8968"	"0.57222549"	"-0.5796506"	"-5.4074"	"-0.4281616"	"PTPRJ"	"protein tyrosine phosphatase, receptor type J"
"206254_at"	"0.8969"	"0.57238191"	"0.5794116"	"-5.4075"	"0.1651699"	"EGF"	"epidermal growth factor"
"201783_s_at"	"0.8969"	"0.57238752"	"-0.579403"	"-5.4075"	"-0.1332719"	"RELA"	"RELA proto-oncogene, NF-kB subunit"
"216491_x_at"	"0.8969"	"0.57242995"	"-0.5793382"	"-5.4075"	"-0.3479262"	"IGHM"	"immunoglobulin heavy constant mu"
"221831_at"	"0.897"	"0.57252167"	"0.579198"	"-5.4076"	"0.3357188"	"LUZP1"	"leucine zipper protein 1"
"212307_s_at"	"0.8971"	"0.57267118"	"-0.5789696"	"-5.4077"	"-0.1447094"	"OGT"	"O-linked N-acetylglucosamine (GlcNAc) transferase"
"214693_x_at"	"0.8971"	"0.57270472"	"0.5789184"	"-5.4078"	"0.3011918"	"NBPF26///NBPF10///NBPF9///NBPF14"	"neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 14"
"215287_at"	"0.8971"	"0.57275836"	"-0.5788364"	"-5.4078"	"-0.1869455"	"STRN"	"striatin"
"215285_s_at"	"0.8971"	"0.57278131"	"0.5788014"	"-5.4078"	"0.3486375"	"PHTF1"	"putative homeodomain transcription factor 1"
"201193_at"	"0.8971"	"0.57284649"	"0.5787018"	"-5.4079"	"0.1033228"	"IDH1"	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
"208003_s_at"	"0.8971"	"0.57292275"	"0.5785854"	"-5.4079"	"0.2940723"	"NFAT5"	"nuclear factor of activated T-cells 5"
"220138_at"	"0.8971"	"0.57295599"	"0.5785346"	"-5.408"	"0.3710043"	"HAND1"	"heart and neural crest derivatives expressed 1"
"213517_at"	"0.8971"	"0.5729574"	"-0.5785324"	"-5.408"	"-0.254979"	"PCBP2"	"poly(rC) binding protein 2"
"203118_at"	"0.8972"	"0.57304145"	"0.5784041"	"-5.408"	"0.2386713"	"PCSK7"	"proprotein convertase subtilisin/kexin type 7"
"219462_at"	"0.8973"	"0.57316802"	"0.5782108"	"-5.4081"	"0.2175383"	"TMEM53"	"transmembrane protein 53"
"37566_at"	"0.8973"	"0.57319636"	"0.5781675"	"-5.4082"	"0.3514184"	"PHF24"	"PHD finger protein 24"
"207405_s_at"	"0.8973"	"0.57324009"	"-0.5781008"	"-5.4082"	"-0.1345687"	"RAD17"	"RAD17 checkpoint clamp loader component"
"216801_at"	"0.8975"	"0.5734268"	"0.5778157"	"-5.4083"	"0.2455295"	"CROCC"	"ciliary rootlet coiled-coil, rootletin"
"206757_at"	"0.8975"	"0.5734582"	"0.5777678"	"-5.4084"	"0.2599736"	"PDE5A"	"phosphodiesterase 5A"
"220248_x_at"	"0.8979"	"0.57373475"	"0.5773457"	"-5.4086"	"0.1172871"	"NSFL1C"	"NSFL1 cofactor"
"217506_at"	"0.8983"	"0.57401278"	"-0.5769214"	"-5.4088"	"-0.251372"	""	""
"207165_at"	"0.8984"	"0.57413354"	"-0.5767372"	"-5.4089"	"-0.3175771"	"HMMR"	"hyaluronan mediated motility receptor"
"216831_s_at"	"0.8988"	"0.57441051"	"0.5763147"	"-5.4091"	"0.1686636"	"RUNX1T1"	"RUNX1 translocation partner 1"
"204111_at"	"0.8989"	"0.57458957"	"0.5760416"	"-5.4093"	"0.4313995"	"HNMT"	"histamine N-methyltransferase"
"36612_at"	"0.8989"	"0.57459551"	"0.5760326"	"-5.4093"	"0.3032004"	"FAM168A"	"family with sequence similarity 168 member A"
"212076_at"	"0.8989"	"0.57459571"	"0.5760323"	"-5.4093"	"0.1277462"	"KMT2A"	"lysine methyltransferase 2A"
"201700_at"	"0.8989"	"0.57462403"	"-0.5759891"	"-5.4093"	"-0.2069704"	"CCND3"	"cyclin D3"
"205372_at"	"0.8989"	"0.57468782"	"0.5758918"	"-5.4093"	"0.5031489"	"PLAG1"	"PLAG1 zinc finger"
"202763_at"	"0.899"	"0.57477311"	"0.5757618"	"-5.4094"	"0.1524941"	"CASP3"	"caspase 3"
"216404_at"	"0.899"	"0.57488036"	"0.5755983"	"-5.4095"	"0.2474899"	"ATXN8OS"	"ATXN8 opposite strand (non-protein coding)"
"212367_at"	"0.899"	"0.57490487"	"0.5755609"	"-5.4095"	"0.1115401"	"FEM1B"	"fem-1 homolog B"
